,PUBMEDID,N,In Charge,DATASETS,Consortia,NOTES
24,28739976,1135137,Pilar,"Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Atherosclerosis Risk in Communities Study (ARIC); Austrian Stroke Prevention Study (ASPS); British 1958 Birth Cohort Study (B58C); Busselton Health Study (BHS); Cardiovascular Health Study (CHS); Cilento study (Cilento); Cohorte Lausannoise (CoLaus); COROGENE: International Studies of Infarct Survival (COROGENE); CROATIA-Vis Island Study (CROATIA-VIS); CROATIA-Split Study (CROATIA-SPLIT); CROATIA-Korcula Study (CROATIA-KORCULA); Estonian Genome Center of the University of Tartu (EGCUT); European Prospective Investigation into Cancer (EPIC); Erasmus Rucphen Family Study (ERF); Fenland study (Fenland); Framingham Heart Study (FHS); FINRISK (FINRISK); Finland-United States Investigation of Non-Insulin-Dependent Diabetes Mellitus Genetics (FUSION); Genetic Regulation of Arterial Pressure in Humans in the Community (GRAPHIC); Health2000 GenMets Study (GenMets); Health, Aging, and Body Composition Study (Health ABC); Oxford Family Blood Pressure Study (HTO); Italian Network on Genetic Isolates-Carlantino (INGI-Carlantino); Italian Network on Genetic Isolates-Friuli-Venezia Giulia (INGI-FVG); Italian Network on Genetic Isolates-Val Borbera (INGI-Val Borbera); Charles R Bronfman Institute for Personalized Medicine - IPM / BioBank Genome Wide Association Study of Cardiovascular, Renal and Metabolic Phenotypes (IPM); Cooperative Health Research in the Region of Augsburg S3 (KORA S3); Cooperative Health Research in the Region of Augsburg S4 (KORA S4); Lothian Birth Cohort (LBC); London Life Sciences Population Study (LOLIPOP); Multi-Ethnic Study of Atherosclerosis (MESA); Micro-isolates in South Tyrol Study (MICROS); Myocardial Infarction Genetics Consortium (MIGen); Netherlands Study of Depression and Anxiety (NESDA); Northern Sweden Population Health Study (NSPHS); Netherlands Twin Registry (NTR); PHArmacogenetic study of Statin in the Elderly at risk (PHASE); Prospective Investigation of the Vasculature in Uppsala Seniors (PIVUS); Precocious Coronary Artery Disease Study (PROCARDIS); Study of Health in Pomerania (SHIP); Uppsala Longitudinal Study of Adult Men (ULSAM); Womens Genome Health Study (WGHS); Cardiovascular Risk in Young Finns Study (YFS); Orkney Complex Disease Study (ORCADES); Rotterdam Study (RS); Tracking Adolescents Individual Lives Survey (TRAILS); TwinGene Study (TwinGene)",,
25,27798627,1134406,Xuejie,"British 1958 Birth Cohort Study (B58C); British 1958 Birth Cohort Study (B58C); 23andMe (23andMe); Avon Longitudinal Study of Parents and Children (ALSPAC); The older order AMISH population studies (AMISH); Austrian Stroke Prevention Study (ASPS); Blue Mountain Eye Study (BMES); Chicago Health and Aging Project (CHAP); Italian Network on Genetic Isolates-Cliento (INGI-Cilento); Cohorte Lausannoise (CoLaus); FINRISK (FINRISK); CROATIA-Korcula Study (CROATIA-KORCULA); CROATIA-Split Study (CROATIA-SPLIT); CROATIA-Vis Island Study (CROATIA-VIS); deCODE Genetics (deCODE); Dortmund Health Study (DHS); Epidemiological Study on the Insulin Resistance syndrome study (DESIR); Estonian Genome Center of the University of Tartu (EGCUT); European Prospective Investigation into Cancer (EPIC); Erasmus Rucphen Family Study (ERF); Finnish Twin Cohort Study (FTC); Genetic Epidemiology Network of Arteriopathy (GENOA); Helsinki Birth Cohort Study (HBCS); Health 2000 Study (Health 2000); Health Professional Follow-up Study (HPFS); Health, Aging, and Body Composition Study (Health ABC); Health and Retirement Study (HRS); Oxford Family Blood Pressure Study (HTO); Italian Network on Genetic Isolates-Carlantino (INGI-Carlantino); Italian Network on Genetic Isolates-Friuli-Venezia Giulia (INGI-FVG); Italian Network on Genetic Isolates-Val Borbera (INGI-Val Borbera); Cooperative Health Research in the Region of Augsburg F3 (KORA F3); Cooperative Health Research in the Region of Augsburg S4 (KORA S4); Genetic Epidemiology Research in Adult Health and Aging (GERA); Lothian Birth Cohort Studies 1921 (LBC1921); Lothian Birth Cohort Studies 1936 (LBC1936); LifeLines (LifeLines); LonGenity study (LonGenity); Minnesota Center for Twin and Family Research (MCTFR); Multi-Ethnic Study of Atherosclerosis (MESA); Norwegian Mother and Child Cohort study (MOBA); Osteoporotic Fractures in Men Study (MrOS); The Netherlands Epidemiology of Obesity Study (NEO); Netherlands Study of Depression and Anxiety (NESDA); Nurses Health Study (NHS); Netherlands Twin Registry (NTR); Ogliastra Genetic Park (OGP); Ogliastra Genetic Park-Talana Study (OGP-Talana); Orkney Complex Disease Study (ORCADES); Queensland Institute of Medical Research (QIMR); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Rotterdam Study III (RS-III); SardiNIA Study of Aging (SardiNIA); Study of Health in Pomerania (SHIP); Sorbs population (SORBS); Swedish Twin Registry (STR); The Hellenic study of Interactions between SNPs & Eating in Atherosclerosis (HSIEA); UK Adult Twin Register (TwinsUK); UK Biobank (UKB); Womens Genome Health Study (WGHS); Cardiovascular Risk in Young Finns Study (YFS); Australian Breast Cancer Family Study (ABCFS); Bruneck study (BRUNECK); CARLA (CARLA); Copenhagen Study on Asthma in Childhood (COPSAC); Washington Heights-Inwood Columbia Aging Project (WHICAP); The Berlin Aging Study II (BASE-II); Generation R Study Group (Generation R); Whitehall Study II (Whitehall-II)",,
26,28604731,1063705,Pilar,UK Biobank (UKB),,
27,29559693,1037180,Pilar,UK biobank (UKB); UK BiLEVE Cohort Information (UKBiLEVE),,
28,28135244,993608,Xuejie,UK Biobank (UKB); 1000 Genomes (1000 Genomes); LifeLines (LifeLines); Generation Scotland: Scottish Family Health Study (GS:SFHS); Generation Scotland: Scottish Family Health Study (GS:SFHS); Prevention of Renal and Vascular Endstage Disease study (PREVEND); Anglo-Scandinavian Cardiac Outcomes Trial (ASCOT); British Genetics of Hypertension study (BRIGHT); Airwave Health Monitoring Study (Airwave),European exome consortium; CHARGE,
29,29559929,956954,Pilar,Pharmacogenomics Research Network Antidepressant Medication Pharmacogenomic Study (PGRN-AMPS); International SSRI Pharmacogenomics Consortium (ISPC),,
30,24097068,956661,Xuejie,"Atherosclerotic Disease, Vascular function, and Genetic Epidemiology (ADVANCE); Shanghai Diabetes Study (SDS); Osteoporosis Clinic of Asan Medical Center (AMC-PAS); The older order AMISH population studies (AMISH); British 1958 Birth Cohort Study (B58C); British 1958 Birth Cohort Study (B58C); Cebu Longitudinal Health and Nutrition Survey (CLHNS); D2D2007 (D2D2007); deCODE Genetics (deCODE); Diabetes Genetics (DIAGEN); DPS (DPS); GRAGON (GRAGON); Drs Extra (Drs Extra); EAS (EAS); Estonian Genome Center of the University of Tartu (EGCUT); Ely Study (Ely); European Prospective Investigation into Cancer (EPIC); European Prospective Investigation into Cancer (EPIC); FBPP (FBPP); Fenland study (Fenland); Finnish Cardiovascular Study (FINCAVAS); FRISCII (FRISCII); Finland-United States Investigation of Non-Insulin-Dependent Diabetes Mellitus Genetics II (FUSION Stage 2); Gene-Lifestyle interactions And Complex traits Involved in Elevated disease Risk Study (GLACIER); Genetics of diabetes Audit and Research (GODARTS); Gene By Environment (GXE); TaiChi consortium (TaiChi); Nord-Tr�ndelag Health Study (HUNT); IMPROVE (IMPROVE); Cooperative Health Research in the Region of Augsburg F3 (KORA F3); Cooperative Health Research in the Region of Augsburg F4 (KORA F4); UVRIGPC (UVRIGPC); Ludwigshafen Risk and Cardiovascular Health (LURIC); Malmo Diet and Cancer Study (MDC); Metabolic Syndrome In Men (METSIM); Northern Finnish Birth Cohort Study 1966 (NFBC1966); Prospective Investigation of the Vasculature in Uppsala Seniors (PIVUS); The Pakistan Risk Of Myocardial Infarction Study (PROMIS); The Study of Asthma Phenotypes and Pharmacogenomic Interactions by Race-Ethnicity (SAPPHIRE); SardiNIA Study of Aging (SardiNIA); SCARFSHEEP (SCARFSHEEP); SEY (SEY); SPT (SPT); Swedish Twin Registry (STR); TACT (TACT); TCAD (TCAD); TCAGEN (TCAGEN); The Hellenic study of Interactions between SNPs & Eating in Atherosclerosis (HSIEA); The Tromso Study (Tromso); Taiwan USA Diabetes Retinopathy (TUDR); Uppsala Longitudinal Study of Adult Men (ULSAM); WHII (WHII); Asian Indian Diabetic Heart Study (AIDHS); UK Medical Research Council (MRC); HALST (HALST)",,
31,28416818,832521,Xuejie,"Cooperative Health Research in the Region of Augsburg (KORA); Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); ANGES (ANGES); Atherosclerosis Risk in Communities Study (ARIC); Beat-AF (Beat-AF); BioBank Japan Project (BBJ); BioMe Biobank (BMBB); BioVU, the Vanderbilt DNA Databank project (BioVu); Cleveland Clinic AF Study (CCAF); Cardiovascular Health Study (CHS); COROGENE: International Studies of Infarct Survival (COROGENE); Framingham Heart Study (FHS); Finnish Cardiovascular Study (FINCAVAS); Generation Scotland: Scottish Family Health Study (GS:SFHS); Heinz Nixdorf Recall Study (HNR); Ludwigshafen Risk and Cardiovascular Health (LURIC); Malmo Diet and Cancer Study (MDC); Multi-Ethnic Study of Atherosclerosis (MESA); Genes Affecting Stroke Risk and Outcome Study (MGH-GASROS); Childhood Asthma Management Program (CAMP); Massachusetts General Hospital Atrial Fibrillation Study (MGH); Genes Affecting Stroke Risk and Outcome Study (MGH-GASROS); Wellcome Trust Case Control Consortium 2 (WTCCC2); Prospective Investigation of the Vasculature in Uppsala Seniors (PIVUS); Prevention of Renal and Vascular Endstage Disease study (PREVEND); Prospective Study of Pravastatin in the Elderly at Risk (PROSPER); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Rotterdam Study III (RS-III); SPHFC (SPHFC); Study of Health in Pomerania (SHIP); TwinGene Study (TwinGene); Uppsala Longitudinal Study of Adult Men (ULSAM); Womens Genome Health Study (WGHS)",,
32,29511194,808380,Pilar,deCODE Genetics (deCODE); Icelandic cohort (Icelandic); deCODE Genetics (deCODE),,
33,28871152,771312,Pilar,NHANES (NHANES),,
34,26831199,754858,Xuejie,"Three City Study (3C); Atherosclerotic Disease, Vascular function, and Genetic Epidemiology (ADVANCE); Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); The older order AMISH population studies (AMISH); Atherosclerosis Risk in Communities Study (ARIC); Austrian Stroke Prevention Study (ASPS); Australian Twin-Family Studies (AUSTWIN); Baltimore Longitudinal Study of Ageing (BLSA); Blue Mountain Eye Study (BMES); Cardiovascular Health Study (CHS); CROATIA-Korcula Study (CROATIA-KORCULA); CROATIA-Split Study (CROATIA-SPLIT); CROATIA-Vis Island Study (CROATIA-VIS); Epidemiological Study on the Insulin Resistance syndrome study (DESIR); Estonian Genome Center of the University of Tartu (EGCUT); Estonian Genome Center of the University of Tartu (EGCUT); Erasmus Rucphen Family Study (ERF); Family Heart Study (FamHS); Framingham Heart Study (FHS); Genetic Epidemiology Network of Arteriopathy (GENOA); Health, Aging, and Body Composition Study (Health ABC); Hunter Community Study (HCS); Health Professional Follow-up Study (HPFS); Hypertension Genetic Epidemiology Network (HYPERGEN); INCIPE (INCIPE); Italian Network on Genetic Isolates-Carlantino (INGI-Carlantino); Italian Network on Genetic Isolates-Friuli-Venezia Giulia (INGI-FVG); Italian Network on Genetic Isolates-Cliento (INGI-Cilento); Italian Network on Genetic Isolates-Val Borbera (INGI-Val Borbera); Justification for the Use of Statins in Primary Prevention: An Intervention Trial Evaluating Rosuvastatin (JUPITER); Cooperative Health Research in the Region of Augsburg F3 (KORA F3); Cooperative Health Research in the Region of Augsburg F4 (KORA F4); Multi-Ethnic Study of Atherosclerosis (MESA); Micro-isolates in South Tyrol Study (MICROS); Netherlands Study of Depression and Anxiety (NESDA); Nurses Health Study (NHS); Northern Sweden Population Health Study (NSPHS); Ogliastra Genetic Park-Talana Study (OGP-Talana); Orkney Complex Disease Study (ORCADES); The Population Genetic Cohort (POPGEN); Prevention of Renal and Vascular Endstage Disease study (PREVEND); Prospective Study of Pravastatin in the Elderly at Risk (PROSPER); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Swiss Study on Air Pollution and Lung Diseases in Adults (SAPALDIA); Study of Health in Pomerania (SHIP); Study of Health in Pomerania Trend (SHIP-TREND); Sorbs population (SORBS); Womens Genome Health Study (WGHS); Cardiovascular Risk in Young Finns Study (YFS); Bus Sante (Bus Sante); Estonian Genome Center of the University of Tartu (EGCUT); ESTHER Breast Cancer Study (ESTHER); GENDIAN (GENDIAN); Gutenberg Health Study I (GHS-I); Gutenberg Health Study II (GHS-II); GlaxoSmithKline (GSK); Health and Retirement Study (HRS); Cooperative Health Research in the Region of Augsburg F3 (KORA F3); Cooperative Health Research in the Region of Augsburg F4 (KORA F4); IPM_EA_Affy (IPM_EA_Affy); IPM_EA_Illu (IPM_EA_Illu); Ludwigshafen Risk and Cardiovascular Health (LURIC); Ogliastra Genetic Park (OGP); Salzburg Atherosclerosis Prevention Program in subjects at High Individual Risk (SAPHIR); SKIPOGH (SKIPOGH); Vanderbilt Genome-Wide Association Studies (Vanderbilt)",,
35,29891935,720906,,,,
36,29662059,714683,,,,
37,28887542,707356,Pilar,United Kingdom Household Longitudinal Study (UKHLS); The English Longitudinal Study of Ageing (ELSA); Fenland study (Fenland); Health and Retirement Study (HRS); National Child Development Study (NCDS),,
38,27918536,706632,Xuejie,23andMe (23andMe); UK Biobank (UKB); deCODE Genetics (deCODE),,
39,27225129,685079,Xuejie,Age and Cognitive Performance Research Cohort (ACPRC); Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Avon Longitudinal Study of Parents and Children (ALSPAC); Austrian Stroke Prevention Study (ASPS); The Berlin Aging Study II (BASE-II); Cohorte Lausannoise (CoLaus); Copenhagen Study on Asthma in Childhood 2000 birth cohort (COPSAC-2000); CROATIA-Korcula Study (CROATIA-KORCULA); deCODE Genetics (deCODE); Dortmund Health Study (DHS); Estonian Genome Center of the University of Tartu (EGCUT); Erasmus Rucphen Family Study (ERF); Family Heart Study (FamHS); FINRISK (FINRISK); Finnish Twin Cohort Study (FTC); Generation Scotland: Scottish Family Health Study (GS:SFHS); Genetics of Overweight Young Adults (GOYA); Genetic Regulation of Arterial Pressure in Humans in the Community (GRAPHIC); Health 2000 Study (Health 2000); Helsinki Birth Cohort Study (HBCS); Hunter Community Study (HCS); Heinz Nixdorf Recall Study (HNR); Health and Retirement Study (HRS); Hypertension Genetic Epidemiology Network (HYPERGEN); Italian Network on Genetic Isolates-Carlantino (INGI-Carlantino); Italian Network on Genetic Isolates-Friuli-Venezia Giulia (INGI-FVG); Cooperative Health Research in the Region of Augsburg (KORA); Lothian Birth Cohort (LBC); LifeLines (LifeLines); Minnesota Center for Twin and Family Research (MCTFR); Molecular Genetics of Schizophrenia Collaboration (MGS); Norwegian Mother and Child Cohort study (MOBA); Netherlands Study of Depression and Anxiety (NESDA); Northern Finnish Birth Cohort Study 1966 (NFBC1966); Nijmegen Biomedical Study (NBS); Netherlands Twin Registry (NTR); Ogliastra Genetic Park (OGP); Orkney Complex Disease Study (ORCADES); Prevention of Renal and Vascular Endstage Disease study (PREVEND); Queensland Institute of Medical Research (QIMR); Rotterdam Study (RS); Religious Orders Study and Rush Memory and Aging Project (ROSMAP); SardiNIA Study of Aging (SardiNIA); Study of Health in Pomerania (SHIP); Swedish Twin Registry (STR); The Hellenic study of Interactions between SNPs & Eating in Atherosclerosis (HSIEA),SSGAC,
40,27322543,674757,Xuejie,Avon Longitudinal Study of Parents and Children (ALSPAC); Australian Twin-Family Studies (AUSTWIN); Erasmus Rucphen Family Study (ERF); Finnish Twin Cohort Study (FTC); Nord-Tr�ndelag Health Study (HUNT); British 1958 Birth Cohort Study (B58C); Netherlands Twin Registry (NTR); Netherlands Study of Depression and Anxiety (NESDA); Northern Finnish Birth Cohort Study (NFBC); Rotterdam Study (RS); UK Adult Twin Register (TwinsUK); Womens Genome Health Study (WGHS); 1000 Genomes (1000 Genomes),IHGC,
41,29691431,669650,Pilar,UK Biobank (UKB),,
42,29615537,668620,Pilar,Atherosclerosis Risk in Communities Study (ARIC); Cardiovascular Health Study (CHS); Framingham Heart Study (FHS); Multi-Ethnic Study of Atherosclerosis (MESA); Health and Retirement Study (HRS),,
43,27286809,652136,Xuejie,Estonian Genome Center of the University of Tartu (EGCUT); The Invecchiare in Chianti (InCHIANTI); Rotterdam Study II (RS-II); Rotterdam Study III (RS-III); Fehrmann (Fehrmann); Heart and Vascular Health Atrial Fibrillation Study (HVH); Study of Health in Pomerania (SHIP); Lifestyle and Genetic determinants of Obesity and Metabolic syndrome study (DILGOM); LifeLines (LifeLines); Rotterdam Study (RS),,
44,29315334,620530,Pilar,International FTD-Genomics Consortium (IFGC); National Institute on Aging Genetics of Alzheimer's Disease Data Storage (NIAGADS); UK Brain Expression Consortium (Braineac); Gene Expression Omnibus (GEO),,
45,29145611,616919,Pilar,Genetic Factors for Osteoporosis Consortium (GEFOS); Genetic Investigation of Anthropometric Traits Consortium (GIATC),,
46,28430825,613230,Xuejie,"Carolina Breast Cancer Study (CBCS); Los Angeles component of The Womens Contraceptive and Reproductive Experiences Study (CARE); Multiethnic Cohort Study of Diet and Health (MEC); Nashville Breast Health Study (NBHS); Northern California Breast Cancer Family Registry (NC-BCFR); Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial (PLCO); San Francisco Bay Area Breast Cancer Study (SFBCS); Wake Forest University Breast Cancer Study (WFBC); Womens Circle of Health Study (WCHS); Cancer Prevention Study II (CPS-II); Case-Control Study of Prostate Cancer among African Americans in Washington, DC (DCPC); Gene-Environment Interaction in Prostate Cancer Study (GECAP); King County Prostate Cancer Studies (KCPCS); Los Angeles Study of Aggressive Prostate Cancer (LAAPC); Gene-Environment Interaction in Prostate Cancer Study (GECAP); Prostate Cancer in a Black Population (PCBP); Prostate Cancer Case-Control Studies at MD Anderson (MDA); Selenium and Vitamin E Cancer Prevention Trial (SELECT); NBHS/Southern Community Cohort (SCCS); Atherosclerosis Risk in Communities Study (ARIC); Mount Sinai BioMe BioBank (Mount Sinai); Coronary Artery Risk Development in Young Adults (CARDIA); Cleveland Family Study (CFS); Cardiovascular Health Study (CHS); Family Heart Study (FamHS); Genetic STudy of Aspirin Responsiveness (GeneSTAR); Health, Aging, and Body Composition Study (Health ABC); Healthy Aging in Neighborhoods of Diversity across the Life Span Study (HANDLS); Jackson Heart Study (JHS); Maywood Cohort (Maywood); Multi-Ethnic Study of Atherosclerosis (MESA); Nigerian cohort (Nigerian); Wake Forest University School of Medicine Study (WFSM); Womens Health Initiative SNP Health Association Resource (WHI-SHARe); Health and Retirement Study (HRS); Howard University Family Study (HUFS); Hypertension Genetic Epidemiology Network (HYPERGEN); Nigerian Breast Cancer Study (NigBCS); Barbados National Cancer Study (BNCS); Racial Variability in Genotypic Determinants of Breast Cancer Risk Study (RVGBC); Baltimore Breast Cancer Study (BBCS_c); Chicago Cancer Prone Study (CCPS); The Study of Asthma Phenotypes and Pharmacogenomic Interactions by Race-Ethnicity (SAPPHIRE); Reasons for Geographic and Racial Differences in Stroke (REGARDS); Bone Mineral Density in Childhood Study (BMDCS); Childrens Hospital of Philadelphia (CHOP)",AAAGC,
